truth,pred
9,8.998445510864258
12,12.00307846069336
9,9.000300407409668
11,10.9994535446167
31,31.000253677368164
3,3.0009913444519043
4,4.001654624938965
33,33.00019454956055
16,15.999354362487793
17,17.00010871887207
12,11.998217582702637
17,17.00193214416504
28,27.997697830200195
12,11.999303817749023
27,27.00154685974121
24,23.998310089111328
11,11.001949310302734
12,11.997410774230957
8,8.000053405761719
10,9.999310493469238
7,7.00234317779541
36,36.00192642211914
18,17.999605178833008
22,21.99748992919922
23,22.9998722076416
20,19.999706268310547
32,32.000911712646484
32,31.99997901916504
31,31.000123977661133
35,34.998497009277344
11,11.002191543579102
16,16.000133514404297
29,29.000831604003906
9,8.999794006347656
4,3.997607707977295
6,6.001324653625488
8,7.999144554138184
23,23.0025691986084
15,14.999042510986328
1,0.9974341988563538
29,28.998491287231445
27,27.00142478942871
27,26.998027801513672
12,12.000394821166992
14,13.998882293701172
7,7.000250816345215
8,7.9999823570251465
29,29.002317428588867
28,27.999956130981445
52,52.001766204833984
37,37.00038146972656
10,9.999650955200195
21,21.001365661621094
35,35.00027847290039
28,28.000560760498047
16,16.000558853149414
49,48.99967956542969
44,43.99740219116211
8,7.999196529388428
12,11.999739646911621
19,19.001802444458008
9,8.999478340148926
11,11.001869201660156
32,31.999086380004883
20,20.001426696777344
23,22.998210906982422
3,3.000554084777832
32,31.998289108276367
37,36.9979362487793
10,10.000732421875
35,35.00539016723633
19,19.001197814941406
25,24.995492935180664
27,26.997697830200195
18,18.000930786132812
16,16.00316047668457
20,20.00173568725586
30,30.001081466674805
28,27.999940872192383
1,0.9991169571876526
0,-0.001721948734484613
36,35.99931716918945
14,13.998472213745117
34,34.000431060791016
24,23.997825622558594
17,17.00176239013672
21,20.99837875366211
